Station,Day(Local_Date),WDir(Deg),WSpd(m/s),GustDir(Deg),GustSpd(m/s),WindRun(Km),Rain(mm),Tdry(C),TWet(C),RH(%),Tmax(C),Tmin(C),Tgmin(C),ET05(C),ET10(C),ET20(C),ET30(C),ET100(C),Pmsl(hPa),Pstn(hPa),Sun(Hrs),Rad(MJ/m2)
Auckland Aero,20220609:0000,307,3.7,292,16.0,396,4.8,15.8,15.0,90.8,17.4,12.0,9.9,14.4,14.6,-,-,-,1002.4,1001.5,-,3.55
Auckland Aero,20220610:0000,343,6.7,297,18.0,544,12.8,12.6,11.6,88.3,18.1,10.5,8.2,12.6,13.4,-,-,-,1003.4,1002.5,-,5.88
Auckland Aero,20220611:0000,335,6.3,265,22.1,421,23.6,14.4,13.2,86.2,18.9,12.3,10.3,13.3,13.7,-,-,-,1003.8,1002.9,-,6.31
Auckland Aero,20220612:0000,335,3.7,323,14.9,620,13.6,13.8,12.5,85.0,17.4,11.1,9.2,13.1,13.7,-,-,-,1000.6,999.7,-,5.57
Auckland Aero,20220613:0000,316,7.8,280,25.7,962,8.2,13.0,10.7,73.6,15.3,12.3,10.4,12.9,13.7,-,-,-,997.2,996.3,-,7.14
Auckland Aero,20220614:0000,259,9.3,268,19.0,719,2.0,14.2,10.4,59.5,16.5,9.4,9.4,11.6,12.4,-,-,-,1011.6,1010.7,-,8.67
Auckland Aero,20220615:0000,253,5.8,244,16.5,483,3.0,14.4,12.5,79.5,16.0,12.0,10.4,12.4,13.0,-,-,-,1016.2,1015.3,-,6.96
Auckland Aero,20220616:0000,256,4.5,258,13.4,340,1.2,14.2,11.3,68.5,17.0,11.5,8.7,12.3,13.0,-,-,-,1021.6,1020.7,-,7.85
Auckland Aero,20220617:0000,327,3.7,325,7.2,175,0.2,12.9,12.4,94.4,16.5,10.3,8.3,12.4,12.9,-,-,-,1024.1,1023.2,-,5.80
Auckland Aero,20220618:0000,231,0.5,64,7.7,274,7.4,10.8,10.6,96.9,15.5,8.1,4.2,11.2,12.2,-,-,-,1022.6,1021.7,-,2.41
Auckland Aero,20220619:0000,169,3.7,147,7.2,324,0.0,12.8,12.5,96.9,15.6,10.8,10.1,13.4,13.7,-,-,-,1012.4,1011.5,-,6.00
Auckland Aero,20220620:0000,155,6.1,116,10.8,483,0.0,8.9,7.2,76.6,13.1,8.3,6.6,11.2,12.3,-,-,-,1013.6,1012.7,-,6.39
Auckland Aero,20220621:0000,124,5.1,158,12.4,345,0.0,7.9,5.8,70.2,12.8,6.3,4.0,8.9,10.4,-,-,-,1021.4,1020.5,-,10.16
Auckland Aero,20220622:0000,133,3.4,133,7.2,201,0.0,6.9,5.6,80.7,13.3,5.2,0.8,8.3,9.8,-,-,-,1024.6,1023.7,-,9.51
Auckland Aero,20220623:0000,152,2.2,53,8.8,151,0.2,7.6,6.8,88.5,14.5,4.5,0.3,7.8,9.4,-,-,-,1028.2,1027.3,-,9.66
Auckland Aero,20220624:0000,54,2.3,37,13.4,383,12.6,11.6,10.7,88.7,16.2,5.8,2.0,8.8,9.9,-,-,-,1026.1,1025.2,-,6.17
Auckland Aero,20220625:0000,23,1.9,41,7.7,210,1.0,11.8,11.7,98.6,17.1,9.2,6.5,10.8,11.5,-,-,-,1019.2,1018.3,-,6.68
Auckland Aero,20220626:0000,40,0.6,235,7.2,167,0.2,11.0,10.9,98.6,16.7,9.0,6.5,11.0,11.7,-,-,-,1021.6,1020.7,-,8.73
Auckland Aero,20220627:0000,346,0.6,235,7.2,166,0.0,11.3,10.8,93.7,15.8,7.7,3.0,10.2,11.3,-,-,-,1023.4,1022.5,-,6.42
Auckland Aero,20220628:0000,51,1.3,15,6.2,147,1.8,9.6,8.8,89.2,15.8,8.1,5.1,10.2,11.2,-,-,-,1020.6,1019.7,-,6.90
Auckland Aero,20220629:0000,144,1.5,197,11.8,454,7.2,11.7,11.2,94.3,12.9,9.5,5.8,11.4,11.8,-,-,-,1012.4,1011.5,-,0.97
Auckland Aero,20220630:0000,211,5.9,221,14.9,607,1.0,12.9,10.8,76.1,15.5,10.5,9.3,10.8,11.4,-,-,-,1010.8,1009.9,-,6.83
Auckland Aero,20220701:0000,262,4.3,230,12.4,369,0.2,14.5,13.5,88.4,16.1,12.6,11.3,12.0,12.2,-,-,-,1016.1,1015.2,-,5.58
Auckland Aero,20220702:0000,220,3.1,228,10.3,164,0.8,12.1,10.1,76.0,14.8,10.2,7.5,11.3,11.8,-,-,-,1023.0,1022.1,-,7.96
Auckland Aero,20220703:0000,349,1.8,225,9.3,272,0.8,10.7,10.1,91.7,15.5,6.8,3.6,10.1,11.0,-,-,-,1025.5,1024.6,-,8.71
Auckland Aero,20220704:0000,220,1.4,213,8.8,112,0.0,11.1,10.4,91.2,15.3,9.1,4.2,10.3,11.2,-,-,-,1027.3,1026.4,-,6.93
Auckland Aero,20220705:0000,341,0.6,23,12.9,398,31.8,11.0,10.5,93.0,15.8,8.8,7.0,10.9,11.5,-,-,-,1024.8,1023.9,-,1.51
Auckland Aero,20220706:0000,211,3.4,282,8.8,188,0.0,13.5,12.5,88.3,15.6,11.1,11.3,13.3,13.2,-,-,-,1019.4,1018.5,-,4.97
Auckland Aero,20220707:0000,73,3.8,49,15.4,677,26.0,13.3,12.1,85.9,16.8,9.6,7.0,12.0,12.5,-,-,-,1024.9,1024.0,-,3.79
Auckland Aero,20220708:0000,17,10.0,42,17.0,573,28.0,16.7,16.5,98.1,19.6,13.0,12.6,14.2,13.8,-,-,-,1007.8,1006.9,-,3.65
Auckland Aero,20220709:0000,299,6.3,275,17.5,437,0.0,15.7,13.9,80.7,18.4,13.1,12.1,13.8,14.2,-,-,-,1007.6,1006.7,-,8.89
Auckland Aero,20220710:0000,31,2.5,356,8.2,179,0.0,13.9,13.2,91.8,18.4,10.7,7.9,12.1,13.0,-,-,-,1016.4,1015.5,-,6.77
Auckland Aero,20220711:0000,93,3.0,61,15.4,677,47.2,13.7,13.0,92.4,17.6,12.3,10.2,13.2,13.5,-,-,-,1023.1,1022.2,-,2.28
Auckland Aero,20220712:0000,20,12.5,32,19.6,578,15.4,17.2,17.2,100.0,18.1,13.7,13.5,15.6,15.1,-,-,-,1000.7,999.8,-,5.26
Auckland Aero,20220713:0000,315,3.1,284,12.4,323,9.0,14.5,13.6,89.6,16.6,13.2,11.6,13.5,13.7,-,-,-,1008.6,1007.7,-,5.52
Auckland Aero,20220714:0000,31,2.7,151,12.4,400,12.2,12.4,12.1,96.8,14.3,10.7,8.9,12.3,13.2,-,-,-,1007.7,1006.8,-,1.72
Auckland Aero,20220715:0000,133,1.6,207,10.3,232,0.2,13.0,12.2,90.7,16.2,10.9,9.3,12.2,12.9,-,-,-,1002.5,1001.6,-,8.99
Auckland Aero,20220716:0000,360,1.5,215,13.9,305,3.2,11.6,9.9,79.6,14.6,8.9,5.0,10.7,11.9,-,-,-,1012.7,1011.8,-,9.87
Auckland Aero,20220717:0000,60,1.3,211,6.2,112,0.0,7.8,7.4,94.1,14.3,4.6,2.9,9.2,10.7,-,-,-,1028.6,1027.7,-,9.90
Auckland Aero,20220718:0000,217,0.8,21,8.8,278,4.6,9.4,8.9,92.9,14.8,5.3,1.4,9.8,10.6,-,-,-,1032.0,1031.1,-,4.54
Auckland Aero,20220719:0000,34,3.9,39,13.4,409,10.2,14.8,13.7,88.0,17.4,9.4,9.9,11.9,12.2,-,-,-,1023.0,1022.1,-,6.39
Auckland Aero,20220720:0000,71,1.3,303,14.9,350,12.4,14.0,13.9,98.7,16.8,12.8,11.1,13.4,13.4,-,-,-,1015.1,1014.2,-,5.54
Auckland Aero,20220721:0000,341,4.0,247,17.0,524,4.0,10.2,9.1,85.5,14.4,9.0,7.7,10.8,11.8,-,-,-,1015.0,1014.1,-,8.06
Auckland Aero,20220722:0000,149,1.5,188,10.8,274,0.0,8.8,7.8,86.2,13.3,6.1,3.0,9.4,10.9,-,-,-,1026.4,1025.5,-,11.49
Auckland Aero,20220723:0000,121,3.1,79,7.7,312,0.0,8.4,6.7,76.5,15.0,6.1,3.6,8.6,10.0,-,-,-,1032.5,1031.6,-,8.81
Auckland Aero,20220724:0000,130,3.4,80,16.0,737,9.2,10.5,9.9,92.3,14.4,8.4,8.3,10.8,11.2,-,-,-,1028.3,1027.4,-,3.20
Auckland Aero,20220725:0000,62,11.4,61,22.1,837,22.0,13.3,12.3,87.8,16.5,10.5,11.1,12.0,12.0,-,-,-,1015.7,1014.8,-,2.84
Auckland Aero,20220726:0000,23,5.5,48,16.0,746,9.6,15.1,13.7,84.6,17.4,13.3,12.6,13.6,13.7,-,-,-,1000.3,999.4,-,7.22
Auckland Aero,20220727:0000,279,9.5,287,18.5,475,2.8,13.8,10.8,66.7,16.5,12.1,11.2,11.8,12.6,-,-,-,1005.3,1004.4,-,8.06
Auckland Aero,20220728:0000,355,2.9,262,13.9,524,2.0,13.7,12.8,90.1,16.7,11.3,9.1,12.6,12.9,-,-,-,1004.2,1003.3,-,6.45
Auckland Aero,20220729:0000,273,6.1,283,12.4,379,0.4,14.3,10.8,62.4,16.7,12.0,10.3,10.9,11.7,-,-,-,1014.7,1013.8,-,10.54
Auckland Aero,20220730:0000,20,2.3,25,10.8,504,3.0,11.7,11.1,93.0,17.2,8.0,6.0,10.0,11.0,-,-,-,1018.5,1017.6,-,11.69
Auckland Aero,20220731:0000,259,8.4,259,24.7,688,2.2,11.5,9.8,79.1,13.5,10.4,9.4,11.1,11.8,-,-,-,1012.1,1011.2,-,9.69
Auckland Aero,20220801:0000,208,1.0,245,12.4,236,0.2,12.0,10.0,75.6,15.3,9.2,6.6,9.7,10.6,-,-,-,1025.3,1024.4,-,11.83
Auckland Aero,20220802:0000,17,1.5,348,8.8,235,0.0,9.5,8.7,89.6,15.7,4.9,2.1,8.3,9.7,-,-,-,1029.5,1028.6,-,9.16
Auckland Aero,20220803:0000,93,1.1,338,7.2,147,0.2,11.9,11.4,94.3,17.7,9.5,7.6,10.2,10.8,-,-,-,1025.1,1024.2,-,11.59
Auckland Aero,20220804:0000,217,1.6,252,4.6,132,0.2,9.1,9.1,99.4,17.2,6.7,4.8,10.3,11.1,-,-,-,1025.7,1024.8,-,12.10
Auckland Aero,20220805:0000,195,1.6,237,4.1,107,0.6,8.4,8.4,100.0,14.7,6.3,2.5,9.6,10.5,-,-,-,1024.3,1023.4,-,10.53
Auckland Aero,20220806:0000,37,1.2,344,7.7,312,2.4,8.0,8.0,100.0,16.3,6.5,3.9,10.5,11.1,-,-,-,1016.1,1015.2,-,7.61
Auckland Aero,20220807:0000,290,3.2,348,12.4,231,26.8,13.7,13.3,95.5,15.0,7.9,9.6,13.4,13.1,-,-,-,1009.6,1008.7,-,2.57
Auckland Aero,20220808:0000,40,2.9,44,7.7,233,12.0,10.2,10.2,100.0,16.7,7.0,6.3,10.7,11.5,-,-,-,1010.4,1009.5,-,7.35
Auckland Aero,20220809:0000,160,1.0,119,9.8,230,0.2,11.9,10.5,82.5,16.0,10.2,10.2,12.0,12.6,-,-,-,1007.3,1006.4,-,7.29
Auckland Aero,20220810:0000,136,2.3,132,6.7,146,2.6,11.5,9.4,75.0,15.5,9.5,8.2,11.3,12.1,-,-,-,1010.0,1009.1,-,7.39
Auckland Aero,20220811:0000,164,2.5,139,7.7,321,0.2,9.0,7.9,85.0,13.9,6.0,3.0,9.8,11.1,-,-,-,1016.5,1015.6,-,13.79
Auckland Aero,20220812:0000,194,1.9,214,10.3,329,2.2,8.1,5.5,63.7,12.1,4.1,0.2,7.8,9.5,-,-,-,1021.0,1020.1,-,14.39
Auckland Aero,20220813:0000,341,0.8,232,9.3,148,0.6,11.1,10.4,90.6,14.0,8.0,5.4,10.2,10.6,-,-,-,1025.2,1024.3,-,10.94
Auckland Aero,20220814:0000,65,0.6,231,4.6,127,0.0,10.3,9.5,89.3,15.0,6.2,3.8,10.0,10.6,-,-,-,1028.8,1027.9,-,10.72
Auckland Aero,20220815:0000,158,0.7,25,8.8,339,0.0,10.1,9.2,87.9,15.6,7.3,3.5,9.9,10.6,-,-,-,1028.4,1027.5,-,5.33
Auckland Aero,20220816:0000,48,3.8,55,16.0,764,2.4,15.6,14.1,83.9,17.4,10.1,10.6,12.1,12.1,-,-,-,1028.0,1027.1,-,5.27
Auckland Aero,20220817:0000,40,8.0,48,18.5,896,19.0,15.8,14.7,88.0,17.4,15.1,14.2,14.0,13.7,-,-,-,1026.4,1025.5,-,4.73
Auckland Aero,20220818:0000,43,11.4,41,21.1,899,29.8,16.5,16.0,94.3,17.4,15.4,14.7,15.0,14.5,-,-,-,1020.7,1019.8,-,2.16
Auckland Aero,20220819:0000,40,10.0,35,17.5,824,4.6,17.1,16.3,92.0,17.6,16.0,15.9,15.4,15.0,-,-,-,1021.7,1020.8,-,2.03
Auckland Aero,20220820:0000,14,7.1,33,19.0,425,0.2,16.9,15.4,84.7,21.0,15.3,14.8,15.1,15.0,-,-,-,1016.8,1015.9,-,7.94
Auckland Aero,20220821:0000,340,3.9,300,8.8,329,2.4,15.6,13.8,80.3,20.4,11.9,10.8,13.6,14.0,-,-,-,1019.4,1018.5,-,13.22
Auckland Aero,20220822:0000,14,6.5,299,16.5,322,16.2,15.0,13.4,82.4,17.5,13.0,12.2,14.1,14.5,-,-,-,1015.2,1014.3,-,8.73
Auckland Aero,20220823:0000,209,2.9,237,9.8,366,0.6,11.9,11.2,91.9,16.6,10.7,9.6,12.6,13.3,-,-,-,1017.6,1016.7,-,15.66
Auckland Aero,20220824:0000,85,1.3,259,10.8,269,0.0,13.5,12.1,84.3,15.8,11.0,9.2,12.7,13.3,-,-,-,1021.0,1020.1,-,9.04
Auckland Aero,20220825:0000,76,5.9,51,16.5,557,30.2,13.6,12.0,81.7,16.0,10.9,9.2,12.6,13.1,-,-,-,1015.0,1014.1,-,4.18
Auckland Aero,20220826:0000,321,5.7,272,16.0,635,2.6,14.6,14.2,95.6,17.5,13.6,12.9,14.0,14.0,-,-,-,1008.9,1008.0,-,10.42
Auckland Aero,20220827:0000,234,4.5,224,11.8,408,0.0,14.1,12.6,83.1,16.0,12.3,11.9,13.4,13.7,-,-,-,1017.6,1016.7,-,15.37
Auckland Aero,20220828:0000,124,2.2,212,6.2,221,0.2,11.7,10.2,82.0,17.1,8.4,5.4,11.4,12.6,-,-,-,1026.4,1025.5,-,16.79
Auckland Aero,20220829:0000,138,3.2,97,7.2,263,0.0,11.0,8.6,70.7,15.8,7.0,4.0,10.9,12.1,-,-,-,1033.0,1032.1,-,10.35
Auckland Aero,20220830:0000,180,2.9,54,7.2,167,0.0,9.7,7.9,76.1,17.2,6.7,4.1,10.2,11.4,-,-,-,1034.1,1033.2,-,13.98
Auckland Aero,20220831:0000,203,1.0,34,5.7,140,0.0,9.9,8.8,85.0,17.3,6.2,1.3,9.1,10.5,-,-,-,1034.3,1033.4,-,15.96
Auckland Aero,20220901:0000,6,2.2,335,9.3,145,0.0,13.1,11.5,80.9,17.3,6.8,3.9,10.3,11.3,-,-,-,1033.8,1032.9,-,11.53
Auckland Aero,20220902:0000,3,2.8,355,8.2,212,0.0,12.6,10.3,73.5,17.1,8.2,5.9,10.9,11.5,-,-,-,1030.5,1029.6,-,13.47
Auckland Aero,20220903:0000,346,3.5,313,12.4,436,4.2,13.2,10.5,69.4,18.1,6.6,4.5,10.0,10.9,-,-,-,1022.6,1021.7,-,12.02
Auckland Aero,20220904:0000,253,3.8,233,9.8,342,2.6,14.4,13.0,83.9,16.6,11.4,9.6,12.2,12.7,-,-,-,1015.8,1014.9,-,12.89
Auckland Aero,20220905:0000,104,2.9,64,12.9,511,50.6,9.7,9.2,92.9,14.8,8.5,6.7,11.4,12.0,-,-,-,1004.1,1003.2,-,1.74
Auckland Aero,20220906:0000,192,7.6,168,17.0,263,0.0,9.6,6.4,59.1,12.7,8.0,6.7,10.0,11.3,-,-,-,1008.0,1007.1,-,19.04
Auckland Aero,20220907:0000,14,1.7,1,6.7,186,0.0,10.0,7.8,72.2,15.7,3.1,1.1,8.9,9.9,-,-,-,1021.3,1020.4,-,12.35
Auckland Aero,20220908:0000,144,0.9,229,6.2,167,0.2,11.1,9.8,83.4,15.7,5.1,1.8,9.3,10.2,-,-,-,1026.4,1025.5,-,19.19
Auckland Aero,20220909:0000,127,1.6,129,6.7,251,0.0,10.7,9.4,83.9,16.8,5.2,1.5,9.1,10.3,-,-,-,1028.4,1027.5,-,16.25
Auckland Aero,20220910:0000,152,4.3,149,8.8,237,0.2,11.3,10.4,88.7,15.6,9.4,7.9,10.9,11.7,-,-,-,1025.3,1024.4,-,12.01
Auckland Aero,20220911:0000,133,1.8,39,10.3,399,11.0,12.4,11.5,88.7,18.6,7.9,4.0,11.8,12.0,-,-,-,1018.6,1017.7,-,14.09
Auckland Aero,20220912:0000,316,5.7,288,18.0,819,3.2,15.9,14.7,87.4,18.9,12.4,12.5,13.9,13.7,-,-,-,1003.0,1002.1,-,10.62
Auckland Aero,20220913:0000,279,4.9,265,16.0,504,0.2,15.9,13.0,70.2,19.3,13.4,12.1,13.0,13.1,-,-,-,1016.0,1015.1,-,15.26
Auckland Aero,20220914:0000,220,4.5,244,10.8,252,1.4,13.5,11.0,71.3,15.9,11.6,10.0,12.1,12.8,-,-,-,1019.3,1018.4,-,18.48
Auckland Aero,20220915:0000,68,0.9,225,8.8,414,0.0,12.3,10.0,72.9,15.2,5.1,2.4,10.8,11.7,-,-,-,1018.2,1017.3,-,18.62
Auckland Aero,20220916:0000,242,7.7,220,12.4,377,0.0,13.5,10.6,67.0,16.1,9.1,4.6,11.4,11.9,-,-,-,1017.3,1016.4,-,13.28
Auckland Aero,20220917:0000,341,0.9,234,8.8,236,0.0,13.1,11.7,83.6,15.6,7.0,3.5,11.5,12.0,-,-,-,1024.8,1023.9,-,12.00
Auckland Aero,20220918:0000,45,1.4,29,9.3,379,0.2,14.4,9.8,51.0,18.2,8.9,5.7,12.0,12.4,-,-,-,1028.2,1027.3,-,19.15
Auckland Aero,20220919:0000,26,6.1,22,16.0,613,3.0,16.3,14.4,80.3,18.7,12.7,11.3,13.7,13.7,-,-,-,1024.2,1023.3,-,7.15
Auckland Aero,20220920:0000,346,3.2,10,11.8,362,4.0,16.8,15.2,83.5,20.0,12.6,9.9,14.3,14.3,-,-,-,1021.8,1020.9,-,13.91
Auckland Aero,20220921:0000,6,2.9,349,9.8,248,0.2,15.6,13.5,78.2,20.4,12.2,10.2,14.2,14.5,-,-,-,1018.6,1017.7,-,17.16
Auckland Aero,20220922:0000,175,2.9,125,8.2,309,4.4,12.6,12.2,95.0,16.7,9.0,5.3,12.7,13.4,-,-,-,1020.3,1019.4,-,7.14
Auckland Aero,20220923:0000,20,3.3,56,8.8,187,3.0,15.0,13.6,85.1,18.2,11.9,11.4,14.1,14.1,-,-,-,1015.6,1014.7,-,10.94
Auckland Aero,20220924:0000,225,1.6,231,12.4,481,0.0,14.6,13.7,89.5,17.8,10.1,7.0,13.2,13.5,-,-,-,1014.4,1013.5,-,19.27
Auckland Aero,20220925:0000,194,3.7,223,9.8,255,0.0,15.5,13.7,81.1,20.5,13.3,11.8,14.1,14.4,-,-,-,1020.9,1020.0,-,18.18
Auckland Aero,20220926:0000,99,4.1,59,14.4,597,0.0,13.3,11.4,78.4,17.2,10.8,8.5,13.9,14.6,-,-,-,1027.7,1026.8,-,15.16
Auckland Aero,20220927:0000,65,6.7,64,15.4,559,0.6,15.1,11.2,58.8,17.5,12.5,10.8,13.6,14.2,-,-,-,1028.2,1027.3,-,16.06
Auckland Aero,20220928:0000,76,3.6,8,11.8,392,0.2,13.3,12.6,91.7,18.4,11.4,9.7,13.2,13.9,-,-,-,1027.5,1026.6,-,14.50
Auckland Aero,20220929:0000,40,1.6,10,11.8,442,5.8,15.0,14.1,89.7,19.1,12.9,11.9,14.2,14.5,-,-,-,1021.7,1020.8,-,8.47
Auckland Aero,20220930:0000,14,4.4,30,8.8,307,19.0,16.8,16.5,96.8,18.7,15.0,14.8,15.8,15.6,-,-,-,1016.0,1015.1,-,7.46
Auckland Aero,20221001:0000,76,6.0,28,15.4,492,16.0,16.0,15.6,95.6,17.4,15.2,15.1,16.0,16.1,-,-,-,1011.6,1010.7,-,4.97
Auckland Aero,20221002:0000,31,2.2,64,10.3,397,2.6,16.4,15.7,92.5,19.0,14.4,13.5,15.6,15.9,-,-,-,1002.9,1002.0,-,10.84
Auckland Aero,20221003:0000,273,6.6,272,14.4,561,2.4,15.6,14.9,92.1,16.9,14.7,14.3,15.8,15.9,-,-,-,998.5,997.6,-,8.22
Auckland Aero,20221004:0000,124,2.3,104,6.7,257,1.4,12.9,11.8,86.5,16.7,10.7,8.9,14.0,14.4,-,-,-,1014.8,1013.9,-,9.21
Auckland Aero,20221005:0000,265,6.1,234,17.5,895,4.0,13.6,11.3,74.2,17.3,12.0,10.9,13.8,14.6,-,-,-,1014.3,1013.4,-,15.96
Auckland Aero,20221006:0000,239,11.7,231,21.6,643,0.4,10.5,8.0,69.1,12.9,9.0,8.0,11.3,12.6,-,-,-,1014.7,1013.8,-,17.69
Auckland Aero,20221007:0000,360,1.1,185,13.4,204,0.0,9.1,6.1,60.3,16.3,3.2,-0.5,9.4,10.8,-,-,-,1028.3,1027.4,-,23.89
Auckland Aero,20221008:0000,138,1.5,59,10.3,313,0.0,9.6,8.2,81.7,19.1,4.8,1.3,10.3,11.5,-,-,-,1038.2,1037.3,-,19.79
Auckland Aero,20221009:0000,59,4.2,56,10.3,346,0.0,12.5,10.9,81.0,16.9,9.5,10.0,13.2,13.6,-,-,-,1039.9,1039.0,-,12.50
Auckland Aero,20221010:0000,57,3.7,41,10.3,344,0.0,14.3,11.7,71.0,19.0,12.4,10.7,13.7,14.0,-,-,-,1033.9,1033.0,-,16.28
Auckland Aero,20221011:0000,34,1.8,10,9.3,195,0.0,15.9,13.3,72.8,20.1,9.9,6.8,12.5,13.4,-,-,-,1026.2,1025.3,-,15.11
Auckland Aero,20221012:0000,327,0.8,55,7.7,101,0.2,15.1,14.1,89.0,17.4,12.4,10.6,14.2,14.5,-,-,-,1024.5,1023.6,-,6.22
Auckland Aero,20221013:0000,118,0.4,80,7.2,292,0.4,14.6,13.5,87.9,19.2,10.6,-12.9,13.8,14.4,-,-,-,1021.9,1021.0,-,14.02
Auckland Aero,20221014:0000,118,4.1,120,9.3,405,0.4,13.0,11.9,86.5,17.0,12.5,-11.5,14.7,15.1,-,-,-,1023.0,1022.1,-,12.41
Auckland Aero,20221015:0000,152,5.3,130,9.8,326,0.0,11.0,9.1,76.4,18.8,8.6,-19.3,12.3,13.6,-,-,-,1019.7,1018.8,-,23.96
Auckland Aero,20221016:0000,220,5.1,240,12.4,517,0.0,14.5,12.3,75.9,17.3,9.0,-21.0,13.2,14.1,-,-,-,1014.6,1013.7,-,24.24
Auckland Aero,20221017:0000,318,2.6,239,8.8,298,5.6,16.4,13.8,73.7,19.1,12.9,11.5,14.5,14.8,-,-,-,1016.4,1015.5,-,13.44
Auckland Aero,20221018:0000,220,6.4,248,14.9,639,0.6,15.0,12.4,72.4,19.0,13.6,-,14.9,15.6,-,-,-,1014.1,1013.2,-,22.80
Auckland Aero,20221019:0000,211,8.2,210,14.9,687,0.0,13.7,11.6,76.8,17.7,11.6,-,13.7,14.6,-,-,-,1016.8,1015.9,-,24.03
Auckland Aero,20221020:0000,236,8.6,281,16.5,731,1.0,15.0,12.4,72.5,19.0,11.5,-,13.4,14.3,-,-,-,1015.7,1014.8,-,21.33
Auckland Aero,20221021:0000,228,6.9,255,13.4,356,0.2,15.4,12.9,74.0,18.7,13.4,-,14.6,15.1,-,-,-,1015.2,1014.3,-,22.77
Auckland Aero,20221022:0000,124,2.6,70,7.7,190,0.0,12.9,10.3,69.6,19.1,11.0,-,14.7,15.3,-,-,-,1028.5,1027.6,-,26.53
Auckland Aero,20221023:0000,332,0.4,233,9.3,314,0.0,14.1,12.9,85.9,19.5,8.0,-,14.1,15.1,-,-,-,1033.4,1032.5,-,27.08
Auckland Aero,20221024:0000,192,1.8,219,12.4,534,0.0,15.1,14.0,87.8,19.6,10.4,-,14.8,15.6,-,-,-,1029.2,1028.3,-,26.00
Auckland Aero,20221025:0000,136,2.8,30,10.3,373,0.0,14.2,12.9,85.4,21.3,11.6,-,15.6,16.0,-,-,-,1025.6,1024.7,-,17.54
Auckland Aero,20221026:0000,34,2.5,43,10.3,312,0.0,16.4,14.0,75.3,21.3,12.3,-,15.5,16.2,-,-,-,1022.2,1021.3,-,19.50
Auckland Aero,20221027:0000,9,3.2,9,9.3,356,0.0,17.3,14.0,67.9,21.7,11.2,-,15.8,16.3,-,-,-,1019.1,1018.2,-,26.22
Auckland Aero,20221028:0000,20,3.8,15,12.9,539,0.0,18.3,16.4,81.6,23.5,14.9,-,17.7,17.6,-,-,-,1017.5,1016.6,-,18.30
Auckland Aero,20221029:0000,26,6.8,11,14.4,514,42.4,18.9,17.9,89.8,22.1,16.8,-,18.3,18.2,-,-,-,1013.3,1012.4,-,13.35
Auckland Aero,20221030:0000,28,3.9,6,10.3,235,29.0,17.6,17.4,98.0,18.9,16.9,-,18.1,18.2,-,-,-,1010.2,1009.3,-,5.85
Auckland Aero,20221031:0000,340,2.2,29,8.8,263,0.0,18.9,17.3,84.3,22.6,16.4,-,17.7,17.8,-,-,-,1010.3,1009.4,-,16.24
Auckland Aero,20221101:0000,186,2.6,227,7.7,245,0.0,17.3,16.0,86.9,22.0,15.4,-,17.7,17.9,-,-,-,1013.2,1012.3,-,27.64
Auckland Aero,20221102:0000,34,3.6,40,12.9,574,0.0,19.2,17.0,79.1,23.3,13.2,-,16.8,17.4,-,-,-,1013.1,1012.2,-,27.47
Auckland Aero,20221103:0000,17,7.3,6,12.4,344,2.8,19.0,18.1,90.9,20.4,17.3,-,18.1,18.3,-,-,-,1010.5,1009.6,-,6.20
Auckland Aero,20221104:0000,282,3.8,227,9.3,499,0.0,17.9,16.1,82.1,21.1,13.1,-,16.3,16.8,-,-,-,1017.0,1016.1,-,26.97
Auckland Aero,20221105:0000,214,7.9,215,12.9,481,0.0,17.1,14.1,70.2,20.1,15.0,-,16.3,17.0,-,-,-,1023.3,1022.4,-,27.14
Auckland Aero,20221106:0000,327,1.3,41,11.8,470,0.0,16.2,13.8,75.2,21.1,10.8,-,15.8,16.3,-,-,-,1026.1,1025.2,-,20.50
Auckland Aero,20221107:0000,62,5.6,40,13.4,448,0.0,17.5,13.8,64.4,20.5,13.0,-,16.0,16.6,-,-,-,1023.7,1022.8,-,19.98
Auckland Aero,20221108:0000,127,4.6,127,9.8,505,10.4,15.1,13.0,77.4,17.1,12.2,10.9,15.7,16.3,-,-,-,1018.9,1018.0,-,6.43
Auckland Aero,20221109:0000,181,4.5,132,10.3,329,1.0,16.3,14.9,85.1,20.1,14.4,14.0,16.2,16.4,-,-,-,1012.6,1011.7,-,16.23
Auckland Aero,20221110:0000,104,3.2,110,15.4,599,17.0,19.1,17.2,81.8,21.5,13.9,10.6,16.6,16.8,-,-,-,1015.1,1014.2,-,14.15
Auckland Aero,20221111:0000,110,5.9,109,15.4,486,6.8,14.8,13.7,87.3,22.8,13.0,12.1,15.4,16.2,-,-,-,1011.3,1010.4,-,12.93
Auckland Aero,20221112:0000,352,3.4,287,12.9,351,0.2,19.6,18.0,85.0,24.5,14.6,13.8,18.2,18.0,-,-,-,1011.3,1010.4,-,25.04
Auckland Aero,20221113:0000,290,3.9,247,10.3,450,0.8,16.9,15.9,89.2,20.5,15.0,13.4,17.7,18.0,-,-,-,1014.8,1013.9,-,21.34
Auckland Aero,20221114:0000,178,4.7,219,8.8,283,0.0,17.9,15.4,75.5,21.3,14.4,12.4,16.7,17.3,-,-,-,1017.4,1016.5,-,25.09
